LCSC Part,First Category,Second Category,MFR.Part,Package,Solder Joint,Manufacturer,Library Type,Description,Datasheet,Price,Stock
C25811,Resistors,Chip Resistor - Surface Mount,0603WAF2003T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷200k兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF2003T5E_C25811.pdf,"20-180:0.001335385,200-580:0.001095385,600-1980:0.000967692,2000-9980:0.000910769,10000-19980:0.000833846,20000-:0.000807692",299760
C25819,Resistors,Chip Resistor - Surface Mount,0603WAF4702T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷47k兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF4702T5E_C25819.pdf,"20-180:0.001015385,200-580:0.000784615,600-1980:0.000663077,2000-9980:0.000607692,10000-19980:0.000535385,20000-:0.000509231",937225
C25822,Resistors,Chip Resistor - Surface Mount,0603WAF6803T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷680k兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF6803T5E_C25822.pdf,"20-180:0.001064615,200-580:0.000835385,600-1980:0.000713846,2000-9980:0.000658462,10000-19980:0.000586154,20000-:0.000561538",337299
C25826,Resistors,Chip Resistor - Surface Mount,0805W8F3902T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷39k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0805W8F3902T5E_C25826.pdf,"20-180:0.001923077,200-580:0.001453846,600-1980:0.001209231,2000-9980:0.001096923,10000-19980:0.000949231,20000-:0.000900000",81968
C25862,Resistors,Chip Resistor - Surface Mount,0402WGF1201TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷1.2k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF1201TCE_C25862.pdf,"20-180:0.000583077,200-580:0.000456923,600-1980:0.000390769,2000-9980:0.000360000,10000-19980:0.000321538,20000-:0.000307692",65320
C25867,Resistors,Chip Resistor - Surface Mount,0402WGF1501TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷1.5k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF1501TCE_C25867.pdf,"20-180:0.000540000,200-580:0.000424615,600-1980:0.000363077,2000-9980:0.000335385,10000-19980:0.000298462,20000-:0.000284615",97318
C25879,Resistors,Chip Resistor - Surface Mount,0402WGF2201TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷2.2k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF2201TCE_C25879.pdf,"20-180:0.000516923,200-580:0.000403077,600-1980:0.000343077,2000-9980:0.000315385,10000-19980:0.000280000,20000-:0.000267692",566224
C25882,Resistors,Chip Resistor - Surface Mount,0402WGF2401TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷2.4k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF2401TCE_C25882.pdf,"20-180:0.000490769,200-580:0.000372308,600-1980:0.000309231,2000-9980:0.000281538,10000-19980:0.000243077,20000-:0.000230769",28855
C25890,Resistors,Chip Resistor - Surface Mount,0402WGF3301TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷3.3k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF3301TCE_C25890.pdf,"20-180:0.000521538,200-580:0.000406154,600-1980:0.000344615,2000-9980:0.000316923,10000-19980:0.000280000,20000-:0.000267692",212586
C25897,Resistors,Chip Resistor - Surface Mount,0402WGF4992TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷49.9k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF4992TCE_C25897.pdf,"20-180:0.000649231,200-580:0.000520000,600-1980:0.000452308,2000-9980:0.000421538,10000-19980:0.000380000,20000-:0.000366154",320211
C25900,Resistors,Chip Resistor - Surface Mount,0402WGF4701TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷4.7k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF4701TCE_C25900.pdf,"20-180:0.000589231,200-580:0.000456923,600-1980:0.000386154,2000-9980:0.000353846,10000-19980:0.000312308,20000-:0.000296923",1457608
C25905,Resistors,Chip Resistor - Surface Mount,0402WGF5101TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷5.1k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF5101TCE_C25905.pdf,"20-180:0.000575385,200-580:0.000447692,600-1980:0.000381538,2000-9980:0.000350769,10000-19980:0.000309231,20000-:0.000295385",533137
C25908,Resistors,Chip Resistor - Surface Mount,0402WGF5601TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷5.6k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF5601TCE_C25908.pdf,"20-180:0.000506154,200-580:0.000396923,600-1980:0.000340000,2000-9980:0.000313846,10000-19980:0.000278462,20000-:0.000267692",107233
C25917,Resistors,Chip Resistor - Surface Mount,0402WGF6801TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷6.8k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF6801TCE_C25917.pdf,"20-180:0.000598462,200-580:0.000469231,600-1980:0.000401538,2000-9980:0.000370769,10000-19980:0.000329231,20000-:0.000315385",60561
C25918,Resistors,Chip Resistor - Surface Mount,0402WGF7501TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷7.5k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF7501TCE_C25918.pdf,"20-180:0.000538462,200-580:0.000416923,600-1980:0.000353846,2000-9980:0.000324615,10000-19980:0.000286154,20000-:0.000272308",98468
C25924,Resistors,Chip Resistor - Surface Mount,0402WGF8201TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷8.2k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF8201TCE_C25924.pdf,"20-180:0.000458462,200-580:0.000347692,600-1980:0.000289231,2000-9980:0.000261538,10000-19980:0.000227692,20000-:0.000215385",151686
C25950,Resistors,Chip Resistor - Surface Mount,0603WAF1102T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷11k兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1102T5E_C25950.pdf,"20-180:0.001081538,200-580:0.000846154,600-1980:0.000721538,2000-9980:0.000664615,10000-19980:0.000590769,20000-:0.000564615",37421
C25969,Resistors,Chip Resistor - Surface Mount,0603WAF4303T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷430k兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF4303T5E_C25969.pdf,"20-180:0.000970769,200-580:0.000735385,600-1980:0.000612308,2000-9980:0.000555385,10000-19980:0.000480000,20000-:0.000455385",27332
C25981,Resistors,Chip Resistor - Surface Mount,0603WAF8201T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷8.2k兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF8201T5E_C25981.pdf,"20-180:0.001058462,200-580:0.000830769,600-1980:0.000710769,2000-9980:0.000655385,10000-19980:0.000583077,20000-:0.000558462",208703
C26010,Resistors,Chip Resistor - Surface Mount,0805W8F3301T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷3.3k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0805W8F3301T5E_C26010.pdf,"20-180:0.002046154,200-580:0.001584615,600-1980:0.001349231,2000-9980:0.001240000,10000-19980:0.001093846,20000-:0.001044615",376778
C26082,Resistors,Chip Resistor - Surface Mount,0402WGF1005TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇200ppm/亷-55乣+155亷10M兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0402WGF1005TCE_C26082.pdf,"20-180:0.000856923,200-580:0.000672308,600-1980:0.000575385,2000-9980:0.000530769,10000-19980:0.000472308,20000-:0.000452308",25316
C26083,Resistors,Chip Resistor - Surface Mount,0402WGF1004TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷1M兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0402WGF1004TCE_C26083.pdf,"20-180:0.000563077,200-580:0.000433846,600-1980:0.000364615,2000-9980:0.000333846,10000-19980:0.000292308,20000-:0.000278462",305141
C26108,Resistors,Chip Resistor - Surface Mount,0805W8F1005T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷10M兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F1005T5E_C26108.pdf,"20-180:0.002153846,200-580:0.001630769,600-1980:0.001360000,2000-9980:0.001233846,10000-19980:0.001067692,20000-:0.001012308",94087
C26112,Resistors,Chip Resistor - Surface Mount,0805W8F2004T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷2M兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F2004T5E_C26112.pdf,"20-180:0.002507692,200-580:0.001969231,600-1980:0.001692308,2000-9980:0.001553846,10000-19980:0.001383077,20000-:0.001326154",81744
C26113,Resistors,Chip Resistor - Surface Mount,0805W8F2204T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷2.2M兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F2204T5E_C26113.pdf,"20-180:0.001876923,200-580:0.001430769,600-1980:0.001192308,2000-9980:0.001084615,10000-19980:0.000941538,20000-:0.000892308",38830
C27592,Resistors,Chip Resistor - Surface Mount,0603WAF680JT5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷68兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0603WAF680JT5E_C27592.pdf,"20-180:0.001129231,200-580:0.000876923,600-1980:0.000743077,2000-9980:0.000683077,10000-19980:0.000601538,20000-:0.000575385",15455
C27834,Resistors,Chip Resistor - Surface Mount,0805W8F5101T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷5.1k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F5101T5E_C27834.pdf,"20-180:0.002215385,200-580:0.001723077,600-1980:0.001452308,2000-9980:0.001332308,10000-19980:0.001173846,20000-:0.001120000",661649
C28636,Resistors,Chip Resistor - Surface Mount,0805W8F5600T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷560兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F5600T5E_C28636.pdf,"20-180:0.002107692,200-580:0.001661538,600-1980:0.001418462,2000-9980:0.001309231,10000-19980:0.001164615,20000-:0.001115385",64877
C29718,Resistors,Resistor Networks & Arrays,4D03WGJ0103T5E,0603_x4,8,UNI-ROYAL(Uniroyal Elec),Basic,4 8 亇5% 10k兌 1/16W 亇200ppm/亷1206  Resistor Networks & Arrays ROHS,https://datasheet.lcsc.com/lcsc/1810191515_UNI-ROYAL-Uniroyal-Elec-4D03WGJ0103T5E_C29718.pdf,"1-9:0.006246154,10-29:0.005092308,30-99:0.004246154,100-499:0.003538462,500-999:0.003430769,1000-:0.003369231",238014
C31850,Resistors,Chip Resistor - Surface Mount,0603WAF2202T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷22k兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0603WAF2202T5E_C31850.pdf,"20-180:0.001104615,200-580:0.000849231,600-1980:0.000713846,2000-9980:0.000652308,10000-19980:0.000570769,20000-:0.000543077",197851
C36871,Resistors,Chip Resistor - Surface Mount,0402WGF6802TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷68k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0402WGF6802TCE_C36871.pdf,"20-180:0.000564615,200-580:0.000443077,600-1980:0.000378462,2000-9980:0.000349231,10000-19980:0.000310769,20000-:0.000298462",135308
C51721,Resistors,Chip Resistor - Surface Mount,0402WGF3901TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷3.9k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010000_UNI-ROYAL-Uniroyal-Elec-0402WGF3901TCE_C51721.pdf,"20-180:0.000635385,200-580:0.000512308,600-1980:0.000446154,2000-9980:0.000416923,10000-19980:0.000376923,20000-:0.000363077",86354
C149504,Resistors,Chip Resistor - Surface Mount,0805W8F1003T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷100k兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205312316_UNI-ROYAL-Uniroyal-Elec-0805W8F1003T5E_C149504.pdf,"20-180:0.002292308,200-580:0.001784615,600-1980:0.001518462,2000-9980:0.001398462,10000-19980:0.001238462,20000-:0.001184615",350175
C24112,Sensors,Attitude Sensors,MPU-6050,QFN-24_EP_4.0x4.0x0.5P,24,TDK InvenSense,Basic,QFN-24_4x4x05P  Attitude Sensors ROHS,https://datasheet.lcsc.com/lcsc/1811071024_TDK-InvenSense-MPU-6050_C24112.pdf,"1-9:7.435384615,10-29:6.730769231,30-99:6.301538462,104-499:5.963076923,500-999:5.896923077,102-103:5.963076923,1000-:5.896923077,100-101:5.963076923",5816
C318884,Switches,Tactile Switches,TS-1187A-B-A-B,SMD-SW-4_5.1x5.1x1.5,4,XKB Connectivity,Basic,No NO 50mA 5.1mm 100m兌 100000 160gf 12V -30乣+85亷5.1mm 1.5mm Golden Round Button Brick nogging SPST SMD  Tactile Switches ROHS,https://datasheet.lcsc.com/lcsc/2002271431_XKB-Connectivity-TS-1187A-B-A-B_C318884.pdf,"5-45:0.014769231,150-495:0.009876923,500-2495:0.008738462,5000-9995:0.007984615,50-145:0.011384615,20000-:0.007846154,2500-4995:0.008292308,10000-19995:0.007907692",199710
C2145,Transistors,Bipolar Transistors - BJT,MMBT5551,SOT-23-3,3,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,"50nA 160V 300mW 600mA 200@10mA,5V 100MHz 200mV@50mA,5mA NPN +150亷(Tj) SOT-23(SOT-23-3)  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/1810190020_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--MMBT5551_C2145.pdf,"15-135:0.014553846,150-435:0.011246154,450-1485:0.009784615,1500-7485:0.008676923,7500-14985:0.008230769,60000-:0.007800000,30000-59985:0.007876923,15000-29985:0.007938462",1371591
C2146,Transistors,Bipolar Transistors - BJT,S8050 J3Y,SOT-23-3,3,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,"25V 300mW 500mA 200@50mA,1V 150MHz 600mV@500mA,50mA NPN +150亷(Tj) SOT-23(SOT-23-3)  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/1810161230_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--S8050-J3Y_C2146.pdf,"15-135:0.015384615,150-435:0.012246154,450-1485:0.010507692,1500-7485:0.009446154,7500-14985:0.008538462,60000-:0.007876923,30000-59985:0.007953846,15000-29985:0.008046154",1737261
C2149,Transistors,Bipolar Transistors - BJT,S9015,SOT-23-3,3,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,"45V 200mW 100mA 300@1mA,5V 150MHz 300mV@100mA,10mA PNP +150亷(Tj) SOT-23(SOT-23-3)  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/1809211021_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--S9015_C2149.pdf,"15-135:0.017846154,150-435:0.015138462,450-1485:0.013600000,1500-7485:0.012661538,7500-14985:0.011861538,15000-29985:0.011430769,30000-59985:0.011338462,60000-:0.011276923",79344
C2150,Transistors,Bipolar Transistors - BJT,SS8050,SOT-23-3,3,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,"25V 300mW 1.5A 200@100mA,1V 100MHz 500mV@800mA,80mA NPN +150亷(Tj) SOT-23(SOT-23-3)  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/1811052004_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--SS8050_C2150.pdf,"15-135:0.014369231,150-435:0.011107692,450-1485:0.009646154,1500-7485:0.008553846,7500-14985:0.008123077,60000-:0.007692308,30000-59985:0.007753846,15000-29985:0.007830769",2544670
C6749,Transistors,Bipolar Transistors - BJT,S9013 J3,SOT-23-3,3,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,"25V 300mW 500mA 200@50mA,1V 150MHz 600mV@500mA,50mA NPN +150亷(Tj) SOT-23(SOT-23-3)  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/1810051504_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--S9013-J3_C6749.pdf,"15-135:0.015846154,150-435:0.012476923,450-1485:0.010646154,1500-7485:0.009538462,7500-14985:0.008584615,60000-:0.007892308,30000-59985:0.007969231,15000-29985:0.008076923",573086
C7512,Transistors,Darlington Transistor Arrays,ULN2003ADR,SOIC-16_3.9x9.9x1.27P,16,Texas Instruments,Basic,SOIC-16  Darlington Transistor Arrays ROHS,http://www.ti.com/cn/lit/gpn/uln2003a,"1-9:0.161846154,10-29:0.130153846,30-99:0.114615385,100-499:0.102769231,500-999:0.098153846,1000-:0.095538462",19249
C8326,Transistors,Bipolar Transistors - BJT,MMBT5401,SOT-23-3,3,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,"150V 300mW 600mA 200@10mA,5V 100MHz 500mV@50mA,5mA PNP +150亷(Tj) SOT-23(SOT-23-3)  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/1809140241_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--MMBT5401_C8326.pdf,"15-135:0.015846154,150-435:0.012569231,450-1485:0.010753846,1500-7485:0.009646154,7500-14985:0.008707692,60000-:0.008000000,30000-59985:0.008076923,15000-29985:0.008184615",603805
C8492,Transistors,MOSFETs,LBSS84LT1G,SOT-23-3,3,LRC,Basic,"50V 130mA 225mW 10兌@5V,100mA 2V@250兪A P Channel SOT-23(SOT-23-3)  MOSFETs ROHS",https://datasheet.lcsc.com/lcsc/1811031711_LRC-LBSS84LT1G_C8492.pdf,"15-135:0.028923077,150-435:0.024153846,450-1485:0.021538462,1500-7485:0.020000000,7500-14985:0.018615385,15000-29985:0.017846154,30000-59985:0.017692308,60000-:0.017692308",133192
C8512,Transistors,Bipolar Transistors - BJT,MMBT2222A 1P,SOT-23-3,3,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,"40V 300mW 600mA 300MHz 1V@500mA,50mA NPN +150亷(Tj) SOT-23(SOT-23-3)  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/1811081957_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--MMBT2222A-1P_C8512.pdf,"15-135:0.020923077,150-435:0.017384615,450-1485:0.015353846,1500-7485:0.014153846,7500-14985:0.013123077,15000-29985:0.012553846,30000-59985:0.012430769,60000-:0.012353846",109377
C8542,Transistors,Bipolar Transistors - BJT,SS8550 Y2,SOT-23-3,3,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,"25V 300mW 1.5A 200@100mA,1V 100MHz 500mV@800mA,80mA PNP +150亷(Tj) SOT-23(SOT-23-3)  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/1810161212_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--SS8550-Y2_C8542.pdf,"15-135:0.016923077,150-435:0.013600000,450-1485:0.011738462,1500-7485:0.010615385,7500-14985:0.009646154,60000-:0.008923077,30000-59985:0.009000000,15000-29985:0.009123077",601193
C8543,Transistors,Bipolar Transistors - BJT,S9012 2T1,SOT-23-3,3,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,"25V 300mW 500mA 200@50mA,1V 150MHz 600mV@500mA,50mA PNP +150亷(Tj) SOT-23(SOT-23-3)  Bipolar Transistors - BJT ROHS",https://datasheet.lcsc.com/lcsc/1809181212_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--S9012-2T1_C8543.pdf,"15-135:0.018923077,150-435:0.015538462,450-1485:0.013661538,1500-7485:0.012523077,7500-14985:0.011538462,15000-29985:0.011015385,30000-59985:0.010892308,60000-:0.010815385",64982
C8545,Transistors,MOSFETs,2N7002,SOT-23-3,3,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,"60V 115mA 200mW 7.5兌@10V,500mA 2.5V@250兪A N Channel SOT-23(SOT-23-3)  MOSFETs ROHS",https://datasheet.lcsc.com/lcsc/1810151612_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--2N7002_C8545.pdf,"15-135:0.017538462,150-435:0.013861538,450-1485:0.011846154,1500-7485:0.010646154,7500-14985:0.009600000,60000-:0.008830769,30000-59985:0.008907692,15000-29985:0.009030769",795412
C9634,Transistors,Bipolar Transistors - BJT,C9634,SOT-89-3,3,"Jiangsu Changjing Electronics Technology Co., Ltd.",Basic,30V 500mW 3A NPN SOT-89(SOT-89-3)  Bipolar Transistors - BJT ROHS,https://datasheet.lcsc.com/lcsc/1809192311_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--C9634_C9634.pdf,"5-45:0.064000000,50-145:0.051692308,150-495:0.045538462,500-2495:0.040923077,2500-4995:0.037230769,5000-9995:0.035384615,10000-19995:0.034923077,20000-:0.034615385",185180
C9683,Transistors,Darlington Transistor Arrays,ULN2803ADWR,SOIC-18_7.5x11.5x1.27P,18,Texas Instruments,Basic,SOIC-18_300mil  Darlington Transistor Arrays ROHS,http://www.ti.com/cn/lit/gpn/uln2803a,"1-9:0.986153846,10-29:0.887692308,30-99:0.795384615,100-499:0.740000000,500-999:0.706153846,1000-:0.689230769",2815
